id,SRC_STATION_NAME,SRC_STATION_ID,DEST_STATION_NAME,DEST_STATION_ID,OCT_ADT_FARE,OCT_STD_FARE,OCT_JOYYOU_SIXTY_FARE,SINGLE_ADT_FARE,OCT_CON_CHILD_FARE,OCT_CON_ELDERLY_FARE,OCT_CON_PWD_FARE,SINGLE_CON_CHILD_FARE,SINGLE_CON_ELDERLY_FARE
2658,Causeway Bay,28,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2659,Causeway Bay,28,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2660,Causeway Bay,28,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2661,Tin Hau,29,Central,1,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2662,Tin Hau,29,Admiralty,2,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2663,Tin Hau,29,Tsim Sha Tsui,3,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2664,Tin Hau,29,Jordan,4,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2665,Tin Hau,29,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2666,Tin Hau,29,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2667,Tin Hau,29,Shek Kip Mei,7,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2668,Tin Hau,29,Kowloon Tong,8,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2669,Tin Hau,29,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2670,Tin Hau,29,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2671,Tin Hau,29,Diamond Hill,11,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2672,Tin Hau,29,Choi Hung,12,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2673,Tin Hau,29,Kowloon Bay,13,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2674,Tin Hau,29,Ngau Tau Kok,14,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2675,Tin Hau,29,Kwun Tong,15,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2676,Tin Hau,29,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2677,Tin Hau,29,Sham Shui Po,17,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2678,Tin Hau,29,Cheung Sha Wan,18,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2679,Tin Hau,29,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2680,Tin Hau,29,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2681,Tin Hau,29,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2682,Tin Hau,29,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2683,Tin Hau,29,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2684,Tin Hau,29,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2685,Tin Hau,29,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2686,Tin Hau,29,Sheung Wan,26,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2687,Tin Hau,29,Wan Chai,27,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2688,Tin Hau,29,Causeway Bay,28,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2689,Tin Hau,29,Tin Hau,29,0,0,0,0,0,0,0,0,0
2690,Tin Hau,29,Fortress Hill,30,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2691,Tin Hau,29,North Point,31,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2692,Tin Hau,29,Quarry Bay,32,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2693,Tin Hau,29,Tai Koo,33,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2694,Tin Hau,29,Sai Wan Ho,34,7.4,3.7,2,7.5,3.7,2,2,4,4
2695,Tin Hau,29,Shau Kei Wan,35,7.4,3.7,2,7.5,3.7,2,2,4,4
2696,Tin Hau,29,Heng Fa Chuen,36,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2697,Tin Hau,29,Chai Wan,37,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2698,Tin Hau,29,Lam Tin,38,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2699,Tin Hau,29,Hong Kong,39,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2700,Tin Hau,29,Kowloon,40,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2701,Tin Hau,29,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2702,Tin Hau,29,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2703,Tin Hau,29,Tung Chung,43,24.3,12.5,2,28,12.5,2,2,15,15
2704,Tin Hau,29,Yau Tong,48,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2705,Tin Hau,29,Tiu Keng Leng,49,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2706,Tin Hau,29,Tseung Kwan O,50,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2707,Tin Hau,29,Hang Hau,51,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2708,Tin Hau,29,Po Lam,52,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2709,Tin Hau,29,Nam Cheong,53,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2710,Tin Hau,29,Sunny Bay,54,22.2,11.1,2,25.5,11.1,2,2,13.5,13.5
2711,Tin Hau,29,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5
2712,Tin Hau,29,LOHAS Park,57,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2713,Tin Hau,29,Hung Hom,64,14.8,7.2,2,16,7.2,2,2,7.5,7.5
2714,Tin Hau,29,Mong Kok East,65,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2715,Tin Hau,29,Tai Wai,67,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2716,Tin Hau,29,Sha Tin,68,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2717,Tin Hau,29,Fo Tan,69,19.9,9.8,2,22,9.8,2,2,12,12
2718,Tin Hau,29,Racecourse,70,27.9,13.9,27.9,30.5,13.9,2,2,15.5,15.5
2719,Tin Hau,29,University,71,20.9,10,2,22.5,10,2,2,12,12
2720,Tin Hau,29,Tai Po Market,72,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2721,Tin Hau,29,Tai Wo,73,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2722,Tin Hau,29,Fanling,74,24.5,12.4,2,27.5,12.4,2,2,14,14
2723,Tin Hau,29,Sheung Shui,75,24.5,12.4,2,27.5,12.4,2,2,14,14
2724,Tin Hau,29,Lo Wu,76,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2725,Tin Hau,29,Lok Ma Chau,78,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2726,Tin Hau,29,East Tsim Sha Tsui,80,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2727,Tin Hau,29,Che Kung Temple,96,20.4,9.9,2,22,9.9,2,2,12,12
2728,Tin Hau,29,Sha Tin Wai,97,20.4,9.9,2,22,9.9,2,2,12,12
2729,Tin Hau,29,City One,98,20.4,9.9,2,22,9.9,2,2,12,12
2730,Tin Hau,29,Shek Mun,99,20.4,9.9,2,22,9.9,2,2,12,12
2731,Tin Hau,29,Tai Shui Hang,100,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2732,Tin Hau,29,Heng On,101,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2733,Tin Hau,29,Ma On Shan,102,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2734,Tin Hau,29,Wu Kai Sha,103,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2735,Tin Hau,29,Austin,111,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2736,Tin Hau,29,Tsuen Wan West,114,17.8,9.1,2,19.5,9.1,2,2,10,10
2737,Tin Hau,29,Kam Sheung Road,115,28,14.3,2,30,14.3,2,2,15.5,15.5
2738,Tin Hau,29,Yuen Long,116,29.3,15.2,2,31,15.2,2,2,16.5,16.5
2739,Tin Hau,29,Long Ping,117,29.3,15.2,2,31,15.2,2,2,16.5,16.5
2740,Tin Hau,29,Tin Shui Wai,118,29.3,15.2,2,31,15.2,2,2,16.5,16.5
2741,Tin Hau,29,Siu Hong,119,29.3,15.2,2,31,15.2,2,2,16.5,16.5
2742,Tin Hau,29,Tuen Mun,120,29.3,15.2,2,31,15.2,2,2,16.5,16.5
2743,Tin Hau,29,Sai Ying Pun,81,7.4,3.7,2,7.5,3.7,2,2,4,4
2744,Tin Hau,29,HKU,82,7.4,3.7,2,7.5,3.7,2,2,4,4
2745,Tin Hau,29,Kennedy Town,83,7.4,3.7,2,7.5,3.7,2,2,4,4
2746,Tin Hau,29,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2747,Tin Hau,29,Whampoa,85,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2748,Tin Hau,29,Ocean Park,86,7.4,3.7,2,7.5,3.7,2,2,4,4
2749,Tin Hau,29,Wong Chuk Hang,87,7.4,3.7,2,7.5,3.7,2,2,4,4
2750,Tin Hau,29,Lei Tung,88,7.4,3.7,2,7.5,3.7,2,2,4,4
2751,Tin Hau,29,South Horizons,89,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2752,Tin Hau,29,Hin Keng,90,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2753,Tin Hau,29,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2754,Tin Hau,29,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2755,Tin Hau,29,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2756,Fortress Hill,30,Central,1,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2757,Fortress Hill,30,Admiralty,2,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2758,Fortress Hill,30,Tsim Sha Tsui,3,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2759,Fortress Hill,30,Jordan,4,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2760,Fortress Hill,30,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2761,Fortress Hill,30,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2762,Fortress Hill,30,Shek Kip Mei,7,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2763,Fortress Hill,30,Kowloon Tong,8,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2764,Fortress Hill,30,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2765,Fortress Hill,30,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2766,Fortress Hill,30,Diamond Hill,11,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2767,Fortress Hill,30,Choi Hung,12,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2768,Fortress Hill,30,Kowloon Bay,13,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2769,Fortress Hill,30,Ngau Tau Kok,14,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2770,Fortress Hill,30,Kwun Tong,15,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2771,Fortress Hill,30,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2772,Fortress Hill,30,Sham Shui Po,17,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2773,Fortress Hill,30,Cheung Sha Wan,18,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2774,Fortress Hill,30,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2775,Fortress Hill,30,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2776,Fortress Hill,30,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2777,Fortress Hill,30,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2778,Fortress Hill,30,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2779,Fortress Hill,30,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2780,Fortress Hill,30,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2781,Fortress Hill,30,Sheung Wan,26,7.4,3.7,2,7.5,3.7,2,2,4,4
2782,Fortress Hill,30,Wan Chai,27,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2783,Fortress Hill,30,Causeway Bay,28,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2784,Fortress Hill,30,Tin Hau,29,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2785,Fortress Hill,30,Fortress Hill,30,0,0,0,0,0,0,0,0,0
2786,Fortress Hill,30,North Point,31,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2787,Fortress Hill,30,Quarry Bay,32,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2788,Fortress Hill,30,Tai Koo,33,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2789,Fortress Hill,30,Sai Wan Ho,34,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2790,Fortress Hill,30,Shau Kei Wan,35,7.4,3.7,2,7.5,3.7,2,2,4,4
2791,Fortress Hill,30,Heng Fa Chuen,36,7.4,3.7,2,7.5,3.7,2,2,4,4
2792,Fortress Hill,30,Chai Wan,37,7.4,3.7,2,7.5,3.7,2,2,4,4
2793,Fortress Hill,30,Lam Tin,38,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2794,Fortress Hill,30,Hong Kong,39,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2795,Fortress Hill,30,Kowloon,40,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2796,Fortress Hill,30,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2797,Fortress Hill,30,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2798,Fortress Hill,30,Tung Chung,43,27.9,14.2,2,31,14.2,2,2,16.5,16.5
2799,Fortress Hill,30,Yau Tong,48,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2800,Fortress Hill,30,Tiu Keng Leng,49,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2801,Fortress Hill,30,Tseung Kwan O,50,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2802,Fortress Hill,30,Hang Hau,51,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2803,Fortress Hill,30,Po Lam,52,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2804,Fortress Hill,30,Nam Cheong,53,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2805,Fortress Hill,30,Sunny Bay,54,24.3,12.5,2,28,12.5,2,2,15,15
2806,Fortress Hill,30,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5
2807,Fortress Hill,30,LOHAS Park,57,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2808,Fortress Hill,30,Hung Hom,64,14.8,7.2,2,16,7.2,2,2,7.5,7.5
2809,Fortress Hill,30,Mong Kok East,65,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2810,Fortress Hill,30,Tai Wai,67,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2811,Fortress Hill,30,Sha Tin,68,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2812,Fortress Hill,30,Fo Tan,69,19.9,9.8,2,22,9.8,2,2,12,12
2813,Fortress Hill,30,Racecourse,70,27.9,13.9,27.9,30.5,13.9,2,2,15.5,15.5
2814,Fortress Hill,30,University,71,20.9,10,2,22.5,10,2,2,12,12
2815,Fortress Hill,30,Tai Po Market,72,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2816,Fortress Hill,30,Tai Wo,73,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2817,Fortress Hill,30,Fanling,74,24.5,12.4,2,27.5,12.4,2,2,14,14
2818,Fortress Hill,30,Sheung Shui,75,24.5,12.4,2,27.5,12.4,2,2,14,14
2819,Fortress Hill,30,Lo Wu,76,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2820,Fortress Hill,30,Lok Ma Chau,78,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2821,Fortress Hill,30,East Tsim Sha Tsui,80,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2822,Fortress Hill,30,Che Kung Temple,96,20.4,9.9,2,22,9.9,2,2,12,12
2823,Fortress Hill,30,Sha Tin Wai,97,20.4,9.9,2,22,9.9,2,2,12,12
2824,Fortress Hill,30,City One,98,20.4,9.9,2,22,9.9,2,2,12,12
2825,Fortress Hill,30,Shek Mun,99,20.4,9.9,2,22,9.9,2,2,12,12
2826,Fortress Hill,30,Tai Shui Hang,100,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2827,Fortress Hill,30,Heng On,101,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2828,Fortress Hill,30,Ma On Shan,102,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2829,Fortress Hill,30,Wu Kai Sha,103,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2830,Fortress Hill,30,Austin,111,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2831,Fortress Hill,30,Tsuen Wan West,114,18.7,9.1,2,21,9.1,2,2,10,10
2832,Fortress Hill,30,Kam Sheung Road,115,29.3,14.8,2,31,14.8,2,2,15.5,15.5
2833,Fortress Hill,30,Yuen Long,116,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2834,Fortress Hill,30,Long Ping,117,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2835,Fortress Hill,30,Tin Shui Wai,118,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2836,Fortress Hill,30,Siu Hong,119,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2837,Fortress Hill,30,Tuen Mun,120,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2838,Fortress Hill,30,Sai Ying Pun,81,7.4,3.7,2,7.5,3.7,2,2,4,4
2839,Fortress Hill,30,HKU,82,7.4,3.7,2,7.5,3.7,2,2,4,4
2840,Fortress Hill,30,Kennedy Town,83,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2841,Fortress Hill,30,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2842,Fortress Hill,30,Whampoa,85,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2843,Fortress Hill,30,Ocean Park,86,7.4,3.7,2,7.5,3.7,2,2,4,4
2844,Fortress Hill,30,Wong Chuk Hang,87,7.4,3.7,2,7.5,3.7,2,2,4,4
2845,Fortress Hill,30,Lei Tung,88,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2846,Fortress Hill,30,South Horizons,89,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2847,Fortress Hill,30,Hin Keng,90,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2848,Fortress Hill,30,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2849,Fortress Hill,30,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2850,Fortress Hill,30,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2851,North Point,31,Central,1,7.4,3.7,2,7.5,3.7,2,2,4,4
2852,North Point,31,Admiralty,2,7.4,3.7,2,7.5,3.7,2,2,4,4
2853,North Point,31,Tsim Sha Tsui,3,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2854,North Point,31,Jordan,4,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2855,North Point,31,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2856,North Point,31,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2857,North Point,31,Shek Kip Mei,7,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2858,North Point,31,Kowloon Tong,8,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2859,North Point,31,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2860,North Point,31,Wong Tai Sin,10,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2861,North Point,31,Diamond Hill,11,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2862,North Point,31,Choi Hung,12,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2863,North Point,31,Kowloon Bay,13,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2864,North Point,31,Ngau Tau Kok,14,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2865,North Point,31,Kwun Tong,15,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2866,North Point,31,Prince Edward,16,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2867,North Point,31,Sham Shui Po,17,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2868,North Point,31,Cheung Sha Wan,18,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2869,North Point,31,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2870,North Point,31,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2871,North Point,31,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2872,North Point,31,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2873,North Point,31,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2874,North Point,31,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2875,North Point,31,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2876,North Point,31,Sheung Wan,26,7.4,3.7,2,7.5,3.7,2,2,4,4
2877,North Point,31,Wan Chai,27,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2878,North Point,31,Causeway Bay,28,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2879,North Point,31,Tin Hau,29,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2880,North Point,31,Fortress Hill,30,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2881,North Point,31,North Point,31,0,0,0,0,0,0,0,0,0
2882,North Point,31,Quarry Bay,32,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2883,North Point,31,Tai Koo,33,4.9,3.2,2,5,3.2,2,2,3.5,3.5
2884,North Point,31,Sai Wan Ho,34,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2885,North Point,31,Shau Kei Wan,35,5.9,3.2,2,6,3.2,2,2,3.5,3.5
2886,North Point,31,Heng Fa Chuen,36,7.4,3.7,2,7.5,3.7,2,2,4,4
2887,North Point,31,Chai Wan,37,7.4,3.7,2,7.5,3.7,2,2,4,4
2888,North Point,31,Lam Tin,38,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2889,North Point,31,Hong Kong,39,7.4,3.7,2,7.5,3.7,2,2,4,4
2890,North Point,31,Kowloon,40,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2891,North Point,31,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2892,North Point,31,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2893,North Point,31,Tung Chung,43,27.9,14.2,2,31,14.2,2,2,16.5,16.5
2894,North Point,31,Yau Tong,48,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5
2895,North Point,31,Tiu Keng Leng,49,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2896,North Point,31,Tseung Kwan O,50,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2897,North Point,31,Hang Hau,51,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2898,North Point,31,Po Lam,52,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2899,North Point,31,Nam Cheong,53,15.8,7.4,2,16,7.4,2,2,7.5,7.5
2900,North Point,31,Sunny Bay,54,24.3,12.5,2,28,12.5,2,2,15,15
2901,North Point,31,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5
2902,North Point,31,LOHAS Park,57,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2903,North Point,31,Hung Hom,64,14.8,7.2,2,17,7.2,2,2,7.5,7.5
2904,North Point,31,Mong Kok East,65,16.1,7.6,2,17.5,7.6,2,2,8,8
2905,North Point,31,Tai Wai,67,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2906,North Point,31,Sha Tin,68,19.5,9.4,2,21.5,9.4,2,2,10.5,10.5
2907,North Point,31,Fo Tan,69,19.9,9.8,2,22,9.8,2,2,12,12
2908,North Point,31,Racecourse,70,27.9,13.9,27.9,30.5,13.9,2,2,15.5,15.5
2909,North Point,31,University,71,20.9,10,2,22.5,10,2,2,12,12
2910,North Point,31,Tai Po Market,72,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2911,North Point,31,Tai Wo,73,23,11.6,2,26.5,11.6,2,2,13.5,13.5
2912,North Point,31,Fanling,74,24.5,12.4,2,27.5,12.4,2,2,14,14
2913,North Point,31,Sheung Shui,75,24.5,12.4,2,27.5,12.4,2,2,14,14
2914,North Point,31,Lo Wu,76,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2915,North Point,31,Lok Ma Chau,78,54.4,46.7,54.4,57,27.2,27.2,27.2,28,28
2916,North Point,31,East Tsim Sha Tsui,80,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2917,North Point,31,Che Kung Temple,96,20.4,9.9,2,22,9.9,2,2,12,12
2918,North Point,31,Sha Tin Wai,97,20.4,9.9,2,22,9.9,2,2,12,12
2919,North Point,31,City One,98,20.4,9.9,2,22,9.9,2,2,12,12
2920,North Point,31,Shek Mun,99,20.4,9.9,2,22,9.9,2,2,12,12
2921,North Point,31,Tai Shui Hang,100,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2922,North Point,31,Heng On,101,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2923,North Point,31,Ma On Shan,102,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2924,North Point,31,Wu Kai Sha,103,22.9,11.4,2,26,11.4,2,2,13.5,13.5
2925,North Point,31,Austin,111,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2926,North Point,31,Tsuen Wan West,114,18.7,9.1,2,21,9.1,2,2,10,10
2927,North Point,31,Kam Sheung Road,115,29.3,14.8,2,31,14.8,2,2,15.5,15.5
2928,North Point,31,Yuen Long,116,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2929,North Point,31,Long Ping,117,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2930,North Point,31,Tin Shui Wai,118,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2931,North Point,31,Siu Hong,119,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2932,North Point,31,Tuen Mun,120,30.2,15.8,2,32,15.8,2,2,16.5,16.5
2933,North Point,31,Sai Ying Pun,81,7.4,3.7,2,7.5,3.7,2,2,4,4
2934,North Point,31,HKU,82,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2935,North Point,31,Kennedy Town,83,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5
2936,North Point,31,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5
2937,North Point,31,Whampoa,85,15.8,7.4,2,16,7.4,2,2,7.5,7.5
